,lang,class,message,created_time,month,year,platform,username
28,english,d,how sad.,2020-04-03 12:22:29+00:00,april,2020.0,Facebook,
29,filipino,a,madaling sabihin na manatili sa loob ng bahay para sa kaligtasan. ngunit naisip nyo ba?? paano sila kakain kung nakadepende ang kita nila sa kalsada... madali ding magpanic buying sa iba na may pera. pero paano ang nakakatawid lang sa araw araw ang kinikita? isa sa dahilan ang pagkain kaya nag pupumilit lumabas ang tao kahit alam nilang bawal... saan lulugar ang tao?? at saan aasa??,2020-04-02 04:28:06+00:00,april,2020.0,Facebook,
30,filipino,d,wag naman po sana dumagdag pa hindi po kami mamatay sa virus mamatay po kasi sa gutom😣😣,2020-04-02 03:06:09+00:00,april,2020.0,Facebook,
31,filipino,d,nakaka lungkot hindi lahat sumusunod,2020-04-01 04:09:00+00:00,april,2020.0,Facebook,
32,filipino,d,sana nga.pero alam din natin.mahirap tayong bansa.hindi kaya bumili ng 110milyon na bakuna para sa lahat ng pinoy.1milyon pa nga lang wala ng pambili ng testing kit?yun iba ay tulong lang ng ibang bansa.,2020-05-30 01:14:07+00:00,may,2020.0,Facebook,
33,filipino,d,"maraming salamat sa pagbibigay depression sa mga ofw. salamat sa napakatagal na resulta na hindi lumabas labas. salamat dahil tinabunan nyo ng mga bagong dating lang yung mga naunang ofw. salamat sa paglalabas ng resulta ng may 15 naswab at kalimutan ang naswabtest ng may 5. salamat dahil walang nagtataka man lang sa inyo o nagffollow up na ilabas na ang mga naunang na swab test. salamat sa sobrang fairness na ginagawa niyo. salamat sa napaka organisado niyong pagaasikaso. salamat sa sistemang bulok. salamat sa mga rason nyong baluktot. salamat sa pagpapaikot ikot ng tatawagan sa di mahanap hanap na resulta.salamat sa walang kasiguraduhan na sagot. salamat sa mahigit isang buwan na pagkulong ( kinasuhan nyo nalang sana understandable pa ) yung totoo, nawala nyo ba ang result nung iba kaya hindi nyo na mairelease? john salazar",2020-05-23 03:02:48+00:00,may,2020.0,Facebook,
34,english,d,"there are so many bad and alarming side stories brought by corona virus in our country. when there is a crisis, some people took this situation to get what they want.",2020-05-18 07:24:18+00:00,may,2020.0,Facebook,
35,taglish,d,stay at home hanggang mamatay sa gutom,2020-05-18 04:12:05+00:00,may,2020.0,Facebook,
36,filipino,d,pagod na po ako sa covid tambay na kami wala ng work nakakapagod na ang stay home sana may naimbento na po kayo ng gamot nakakapagod,2020-06-16 03:47:28+00:00,june,2020.0,Facebook,
37,english,d,i wanted to think positively with what's been going on honestly not all are practicing discipline...sad to say the numbers will get high...all wanted to go out without thinking what may happen.,2020-06-05 04:30:37+00:00,june,2020.0,Facebook,
38,taglish,d,house arrest po kami ng pamilya ko dahil sa covid...sumunod po kami sa stay at home wala po kaming trabaho mag asawa....nawalan dahil sa lockdown.,2020-06-05 04:43:42+00:00,june,2020.0,Facebook,
39,filipino,d,"ang hirap kasi, mahal ang singil ngayon ng water district, wala pa namang trabaho, hirap pang maghanap",2020-07-25 12:35:22+00:00,july,2020.0,Facebook,
40,filipino,d,jusko lord sana matapos na tong covid na to please parang awa mo na hirap na hirap na nag mga tao dahil sayo,2020-07-13 03:11:28+00:00,july,2020.0,Facebook,
41,filipino,d,"kakalungkot naman na may mga medical frontliner pa rin tayo na nasasakripisyo ang buhay para sa buhay, huwag na po sana tayong matitigas ang ulo,stay at home nalang po tayo kung wala naman po tayong dapat gawin sa labas ng ating mga tahanan😢😢😢😢",2020-08-13 07:38:23+00:00,august,2020.0,Facebook,
42,filipino,d,department of health (philippines) nanghihina ako kase wala na ako makain nalilito naman ako kase hindi ko alam kong saan ako kukuha ng ibabayad ng mga utang pagkatapos nito pero wala ako covid nagkaubo ako sipon lagnat luya lang ininom ko pero wala ako covid gising mga pinoy subok na yung luya at suob wag nyo na hintayin na tuluyan maghirap ang lahat bago pa tayo makapag isip,2020-08-12 12:02:07+00:00,august,2020.0,Facebook,
43,filipino,d,"tanggapin ang realidad na kaakibat na ng mundo ang covid19. lahat ay nag a upgrade gaya ng cellphone na dati rati ay keypad lang, ngayon ay android na. kaya ang sinat o lagnat ay covid19 na. at kailangan tanggalin na ang mga passes upang ang mga bata lalo na matanda ay makita pa nila ang ganda ng pilipinas bago sila bawian ng buhay. tanggap na ng pinoy ang makabagong sakit kaya dapat hayaang mabuhay ang bawat isa na malaya. aanhin mo pa buhay mo kung mala preso na rin ang kalagayan mo at marami na ang totoong may sakit sa pag iisip. hayaan natin gumalaw ang lahat upang mabuhay ang ekonomiya. dahil pag bumagsak ang ekonomiya, matinding gutom at kahirapan ang mararanasan ng bawat isa. tanging pag iingat at dasal na lang ang magagawa natin habang walang bakuna.",2020-09-26 08:56:29+00:00,september,2020.0,Facebook,
44,english,d,we will never beat the covid19 as long as you people in the doh want this lockdown to continue... you keep on counting to sow fear... vaccine of satan... you didn't find cure ... even if there's already a cure ...you are ignoring the doctors who keep on telling you there is a cure... you are under the who headed by a devil who is not even a doctor... flatten the fear !!!! no to mandatory vaccine !!! concerned doctors and citizens of the philippines...,2020-10-30 13:07:30+00:00,october,2020.0,Facebook,
45,filipino,n,"same sa amin, walang baliw na nagcovid, lahat sila gumagala parin. hindi man lang kinuha ng lgu pansamantala habang may pandemic, pero ngayon buhay at panay tumbling parin pag tuyo ang lansangan.",2020-10-29 14:17:39+00:00,october,2020.0,Facebook,
46,taglish,p,"dati naniniwala ako dito sa probinsya namin may covid😢 till something happened to my family and relatives, it's hard to bear and witness the hardship in hospital, when you see someone crying kung paano magamot ang pamilya nila at the same time ni walang inaasahan pambayad or pambili ng gamot halos tunaw ang puso mo tas kung walang pambili ng gamot kelangan iturok sa kanya andoon lang sila nagtitiis ng sakit hanggang makahanap ng pera😢 tas bigla nilagnat dahil na din siguro sa complication ng sakit😢 tas bigla suspected covid at inject-an ng antibiotic na di na ugma sa sakit nya tas mamatay din tas swab test positive covid😢 di ba ang covid nakakahawa? bakit yung mga nurse walang proteksyon gear di nahawa at ang pamilya nag alaga😢 maniwala ba kayo covid yun? pero sabi ng ospital covid nga, para kang tau tauhan lang nila habang doon ka sa ospital😢",2020-10-25 13:12:54+00:00,october,2020.0,Facebook,
47,filipino,d,angie cabaluna mones dito sa manila neng garapalan na neng.hindi na makatao ginagawa ng gobyerno.sa ibang bansa naka move on na dito talamak pangungurakot parang ayaw na nila tapusin yung covid.kasi may pera sa covid...nalang..sobrang hirap nakaya dito sa manila ngayon.wala na karapatan pantao ng mga tao dito..,2020-10-25 23:33:33+00:00,october,2020.0,Facebook,
48,filipino,d,dahil po puno na ang mga ospitals sa mga pasyente..marami po pasyente ang hindi na tinatanggap kaya namamatay na lang. isa po ang kaibigan ko sa namatay na lang dahil walang tumanggap. nastroke po sya at natuluyan kasi comatose,2020-10-25 08:06:55+00:00,october,2020.0,Facebook,
49,filipino,d,bakit po ang mga pribadong tao ay milyones inuubos para lang gamutin ang virus? mga govt employees lang po ba ang mga anak ni god para sila lang ang sagot ng govt? marami po mahihirap na tao ang namamatay na lang sa dahilang walang pera😢😰,2020-10-25 08:17:38+00:00,october,2020.0,Facebook,
50,filipino,a,hanggang ngayon wala paring vaccine kelan kaya matatapos tong covid,2020-10-24 05:14:23+00:00,october,2020.0,Facebook,
51,filipino,a,totoo po ang covid muntik na ho mamatay pinsan ko bago lang po siya naka recover pumayat po siya severe covid 19 nakuha niya...,2020-10-21 04:39:36+00:00,october,2020.0,Facebook,
52,filipino,d,tama na po yang covid na yan dami ng taong apektado sa pamumuhay nagugutom dahil walang maayos na trabaho sana matapos na yan ..,2020-10-21 07:45:50+00:00,october,2020.0,Facebook,
53,filipino,d,ang anak ko gumaling lang sa traditional medicine bakit gagastos ang gobyerno ng bilyones samantalang ang taong bayan at naghihirap!,2020-10-19 11:12:31+00:00,october,2020.0,Facebook,
54,filipino,d,hirap din pag nagrent kalang hindi ka bibigyan kasi hindi ka kilala,2020-10-18 08:05:50+00:00,october,2020.0,Facebook,
55,filipino,d,😥 sana matapos na po ang covid-19 😥,2020-10-17 15:28:31+00:00,october,2020.0,Facebook,
56,taglish,a,expect the mass healing today and the high recoveries... tanginang covid na yan di na matapos tapos.... ang dami na ngang nag iingat para hindi mahawaan ng virus madami naka mask faceshield kung may violator man di naman karamihan mas madami pa rin sumusunod sa protocol pero lintik na yan araw araw may nagpa positive.... parang kalokohan na yan doh eh.... mamaya kahit hindi naman covid baka sinasama nyo pa sa bilang....,2020-10-18 00:47:32+00:00,october,2020.0,Facebook,
57,filipino,d,tanong ko lang po kong pupunta po ba ng ospital kailangan po ba muna magpa swab test isang linggo na po kasi pabalikbalik lagnat ko salamat sa maka sagot ng maayos hirap na hirap na po kasi ako ang mahal po kasi magpa swab test😓😓,2020-10-18 01:58:51+00:00,october,2020.0,Facebook,
58,filipino,d,tigilan niyo na yan maawa kayo sa aming mga mahihirap,2020-10-18 02:04:18+00:00,october,2020.0,Facebook,
59,filipino,d,venice cornello tama kasi kami mga naghahanap-buhay..kung hindi kami gagalaw mamatay kami sa gutom..parang awa na po ninyo..buksan na ninyo mga negosyo.gutom na po kami,2020-10-18 02:12:19+00:00,october,2020.0,Facebook,
60,filipino,d,kong mamatay mamatay basta ako mag trabaho ako para sa aking pamilya mabuti ang mayaman kahit na walang trabaho isa taon kaya nila paano ako ay isang mahirap.wala na akong tiwala sating gobyerno dahil ang nabigyan yong malapit sa opisyal..ako pobri makaluluoy.wala.,2020-10-16 11:30:22+00:00,october,2020.0,Facebook,
61,filipino,d,reginio rey totoo yan diyos ko imbes na mabawasan covid patient kuno eh panay dagdag pa kuno uli mahiya kayo sa taong bayan at dami na naghihirap ano sa susunod iaanunsyo na naman gceq ecq mecq ano yan pabalikbalik lang,2020-10-12 05:04:09+00:00,october,2020.0,Facebook,
62,filipino,n,sana po totoo na tumulong siya sa mahihirap mag qurantine hindi yung kurakot,2020-10-12 11:28:04+00:00,october,2020.0,Facebook,
63,taglish,d,here we go again dami backlog ang death july aug september araw araw ganun dami death dami backlog ano nangyari sa inyo doh paulit ulit nalang yung cases pag dating sunday recovery mass healing ni saint duque bilyones of philhealth,2020-10-07 08:14:59+00:00,october,2020.0,Facebook,
64,filipino,d,mamatay po kami sa gutom 😭 isa po akong working student ano na po balak niyo uubusin niyo na kami,2020-10-04 10:14:21+00:00,october,2020.0,Facebook,
65,taglish,a,next year 2021 may covid 21 na naman yan ang plano nila. nakakatakot ito panay lockdown. ang dahilan isusulong ang vaccines. pag walang vaccines walang travel. gutom mga mamamayan.,2020-11-26 08:12:48+00:00,november,2020.0,Facebook,
66,taglish,d,"paano ang economy kung marami na ang infected, paano na lang pag maubos na ang mga doctor. solution sana 15days lockdown nationwide no move talaga sacrifice tayo nyan accdg. to pastor acq sa question nya sa live ",2020-11-23 02:37:24+00:00,november,2020.0,Facebook,
67,taglish,d,wala padin vaccine😥😥😥,2020-11-22 08:05:28+00:00,november,2020.0,Facebook,
68,filipino,a,patulong po. may apektado na pamilya ng covid po dito po sa brgy.105 hapiland tondo manila. inilapit na po namin sa kapitan dito na si reyes pero di nya po inaksyonan. natatakot po kami na taga rito na mahawaan lalo na dikitdikit lang po ang bahay dito. ang pangalan po ng pamilya na apektado ay torcolas. ang address sampaguita st. brgu 105 hapiland tondo manila. please po pakitulungan nyo kami bago makapanghawa po ito.,2020-11-18 17:40:43+00:00,november,2020.0,Facebook,
69,filipino,d,sana mga pagkain dinala mo gutom mga tao..hindi covid ang papatay sa mga tao kundi gutom!!!aanhin nila ang face masks kainin??,2020-11-13 14:09:34+00:00,november,2020.0,Facebook,
70,filipino,n,puro covid nasa utak ng tao to bakit kung wala makain pamilya pakakainin mo ba.ang tao pag orasang kamatayan kahit lunukin mo pa gamit buong mundo hindi mo mapipigilan yan kaya mag dadala na lang .para hindi puro hinala covid pa more...,2020-11-01 07:11:25+00:00,november,2020.0,Facebook,
71,filipino,d,covid tas next year sars covid 2 pine perahan na lang ninyo ang mga tao,2020-12-29 03:06:25+00:00,december,2020.0,Facebook,
72,filipino,d,tigil niyo na kasi yan tama na siguro yung panloloko niyo sa mga tao maawa naman kayo dami nawalan ng hanap buhay dahil sa pananakot na covid na yan,2020-12-27 15:24:00+00:00,december,2020.0,Facebook,
73,filipino,d,may bago na namang pahirap pang abuso sa mga mahihirap dipa ba sapat yung covid 19 mga boss lahat to mawawala yun ay pag oras na natin pero sana mauna na kayo dun,2020-12-27 15:58:19+00:00,december,2020.0,Facebook,
74,filipino,a,ipitan at gipitan ang nangyayari. mahirap labanan ang pasekretong galawan ng malalaking tao. para lang nila pinag eeksperimentuhan ang mga tao na akala natin ok ang lahat. nakakatakot sa totoo lang.,2020-12-25 14:11:29+00:00,december,2020.0,Facebook,
75,filipino,d,ang dami nang namamatay sana makarecover na ang lahat,2020-12-22 08:08:45+00:00,december,2020.0,Facebook,
76,filipino,d,ilang buwan na yang covid na yan hindi rin nawawala o pinaglalaruan ng may makapangyarihan ang mga tao . hindi na nakakatuwa nahihirapan mga tao . walang pera walang income wala ng pambayad sa kuryente tubig tigilan nyo na yan panloloko sa mga tao pineste hindi na nakakatuwa,2020-12-20 20:46:57+00:00,december,2020.0,Facebook,
77,filipino,d,lalo na tayo pinahirapan nito.. may covid pa nga ba...,2020-12-20 20:58:22+00:00,december,2020.0,Facebook,
78,filipino,d,juan miguel carbon cadiz ok kuya sa amin malungkot dahil ang area namin hindi makakapag-face to face classes,2020-12-17 08:07:12+00:00,december,2020.0,Facebook,
79,filipino,d,sana wala na ang covid,2020-12-16 04:22:16+00:00,december,2020.0,Facebook,
80,filipino,n,kung talagang totoo yang covid bakit ang mga pulubi at taong grasa sila ang laman ng lansangan bakit hindi sila nag kaka covid eh madumi sila sa katawan.... samantalang ang malilinis sa katawan sila pa ang nag kaka covid kapag inubo kalang ng konte sasabihin covid na daw ginagawa nalang negosyo ang covid 19 covid fake,2020-12-13 14:56:54+00:00,december,2020.0,Facebook,
81,filipino,n,"lahat na lang bawal pero yung mass gathering nina sinas, robredo, roque, pacquiao at lahat ng government officials, pnp officials at politicians, hindi bawal! napaka unfair niyo talaga!",2020-12-11 19:46:41+00:00,december,2020.0,Facebook,
82,filipino,d,"sir naging positive covid po kami ng asawa ko, humingi po kami ng gamot para sa ubo at fever pati vitamins sa rhu namin pero ang sagot nila, wala daw gamot kasi virus daw ang covid..kung ganun hintayin nalang pala namin na mas lumala yung sakit namin hanggang mamatay nalang kami",2020-12-12 06:00:45+00:00,december,2020.0,Facebook,
83,filipino,d,maawa naman kayo sa aming mahihirap wala na nga ang covid pinalalala nyo pa,2020-12-10 17:17:58+00:00,december,2020.0,Facebook,
84,filipino,d,"syempre anak ko, gustong gusto ko na umuwi.. kaya lang hirap umuwi ngayon ang dami requirements",2020-12-09 07:43:03+00:00,december,2020.0,Facebook,
85,filipino,a,dahil mahirap ako hindi ako magpapabakuna. baka kasi kayong mga mayayaman na nakaupo sa doh ang bakuna niyo walang side effect. baka pag dating saming mga poor may side effect na para bawasan kami,2020-12-07 10:52:54+00:00,december,2020.0,Facebook,
86,filipino,d,dapat free vaccine ibigay sa lahat ng dapat bigyan. wag naman gawing negosyo.. hirap na nga pilipino... gagawing pang negosyo,2020-12-07 01:44:06+00:00,december,2020.0,Facebook,
87,filipino,d,"itigil na gcq, hirap na kami skeletal sa work. samantalang naparami namang tao sa labas, kaming nagtatrabaho hindi makapasok sa work kasi skeletal.. gawin na lang ordinansa ang facemask/shield/ distancing wag na gcq, may dahilan kasi kumpanya na mag skeletal..",2020-12-06 16:27:29+00:00,december,2020.0,Facebook,
88,filipino,d,Nakakalungkot naman rest and peace.,2021-04-29 0:00:00,april,2021.0,Facebook,
89,filipino,d,Tama na kawawa na kaming mga mahihirap. di bale mga mayaman kahit ilang taon pa mag lock down ok lang sa inyo dahil may pera kayong naka impok eh kaming mga mahihirap ang kawawa. hanggang ngayon wala pa kami trabaho nag sara na pinapasukan. oh asan na kami kukuha pang kain namin araw araw. tama na magbago na para matapos na itong pandemya na to.,2021-04-26 0:00:00,april,2021.0,Facebook,
90,filipino,d,"Hayaan niyo na kaming mahawa. Kung totoo man yang sinasabi niyo, patay na kung patay sa covid. Buksan niyo na ang ekonomiya natin ng makapagtrabho na ang lahat. Mas magandang mamatay ng busog kesa naman unti unti niyong pinapatay ang lahat dahil wala ng pagkain. Nag kabaon baon pa sa utang ang bansa tapos titirahin lang ng mga matatakaw sa taas. Tapos ubos na ang budget ipapamalita nanaman na tumataas ang covid kailangan ng pondo uutang nanaman titirahin nanaman ng mga matatakaw sa taas nako.. maawa na kayo.",2021-04-27 0:00:00,april,2021.0,Facebook,
91,taglish,d,"Reconsideration

Hi I just want to vent out my dissapointment about sa pag bibigay ng recon. Ang hirap ng online class and grabe sobrang nakakadrain na sa totoo lang.  Magdamag halos nasa computer lang tapos ang pasok pa is monday to friday. Napapagod po tayong lahat sana po mag bigay ng recon. Prelims ngayon tapos sa isang exam tama naman sagot ko pero namali format. May nag tanong kasi ng gagawin at akala ko ganon yung gagawin sa specific question na yun. Hindi ko rin nakita na may sample kasi hindi naman po nakasulat sa instruction nasa baba pa ng given. I have a poor eyesight kahit may salamin pa ko nakakahilo po talaga tumitig sa screen sa totoo lang kaya di ko din talaga napansin. Tama answers but wrong format lang sad lang tried to talk with my prof but nag No siya at naiintindihan ko naman. Kahit sana .5 laking points nawala sakin nakakaiyak nalang talaga. Mali ko naman I admit pero next time po have a heart sana na intindihin why nagkakamali ang students. I take the blame naman nakakadissapoint lang na talagang nag sikap ako mag review for it tapos effort wasted.

Sad
College of Business Administration
2019
UEManila",2020-09-21 0:00:00,september,2020.0,Facebook,
92,filipino,d,"BSBM-FM 4th year student. Hirap sumabay sa online class tapos kapos pa sa pera. Gusto ko sana aral nalang buong 4th year ko since graduating na kaso dahil sa COVID19 naiwan ako dito sa Cavite. Working student. Kapag di nag work walang pang budget. Ang hirap. Napakahirap. Di na ko makapag focus sa thesis namin. Halos pasukuin ako ng taon na to. Kaya kapag grumaduate ako, sa pictorial sisiguraduhin kong maganda ako.  Literal na papasok ka sa butas ng karayom. ",2020-09-21 0:00:00,september,2020.0,Facebook,
93,taglish,d,"I wanna quit

Simula pa lang ng online classes I wanna drop na, it isn't healthy for my mental health... Mga profs nag lalaban sa padamihan ng assignments at readings kasi ""nasa bahay lang naman kami"" simula palang napaka dami na....  ang daming nag sasabi na marami daw advantages ang online classes, pero bat wala akong makita? 

Puro readings and assignments but wala nga akong pc, laptop or maayos na phone man lang... Ang hirap gumawa ng documents sa phone, ang hirap mag basa ng napaka raming readings sa phone...
I was able to accomplish my assignments and readings noon dahil nag cocomputer shop ako almost everyday, pero ngayon wala so i have to stick with my phone..

Sa zoom palang and other online meeting platforms hirap na ako cause napaka hina ng sounds sa phone and laging nag lalag... 

Walang pera fam ko to buy laptop or pc... Nagawa ko lang mag enroll dahil sa scholarship ko... 

Hindi na need bumyahe papunta sa school? Tipid oras at pamasahe kasi nasa bahay lang? School was my escape from my family, laging may fam problems so i loved going to school and hanging out with my friends cause yun ang nagiging stress reliever ko, eh ngayon yung fam at school problems ko nag sasabay na...

Simula palang it isn't  healthy na.... Am I just being too weak? Sorry I don't know pero di ko na talaga kinakaya.... I know other students have harder situations than me, pero right now i just wanna quit.... I wanna drop and enroll nalang after pandemic... But mawawala scholarship ko... Mas mahihirapan lalo fam ko instead na wala na sana silang babayaran... I wanna quit for my mental health pero ayaw ko mahirapan parents ko lalo....  Di ko na alam gagawin :< 

Anon
College of Arts and Sciences
2023
UEManila",2020-09-20 0:00:00,april,,Facebook,
94,english,d,"Just like me. I don't have the gadget to use for online class, I am just borrowing my nephews tablet (from his ninongs gift) to comply all the assignments and activities that our professord had given to us. I badly want to dropped all the subjects that I enrolled this sem.  I want to stop but if I do, my family will get disappointed. I am so tired, physically and mentally! ",2020-09-20 0:00:00,september,2020.0,Facebook,
95,english,d,"You know how much it hurts when you're always sad without any particular reason, you'll always ask your worth, ask why does this happening to yourself, do I really deserve this kind of pain? I'm breathing but it feels like I'm dead inside, I'm sorry, for being this kind of person, cheering up and motivating others is my hobby, it's the only positive trait that I have in myself. I'll admit it, I was a depressed person, experiencing anxiety every day and night, crying for no reason, but, I'm thankful, thankful for those persons who didn't get tired of understanding and loving me despite of my mental health, despite of the dramatic life that I have. Thank you, for not giving up on me. ",2021-04-10 0:00:00,april,2021.0,Facebook,
96,english,d,"At night I use to overthink. I always ask myself ""I am worth it?"" ""I am worth to be love?"" ""I am happy?"" ""I still can do it?"" or ""Is there someone whose afraid of losing me?"" how funny it is that I always question myself for the things that I know that I deserve. I fighting my own battle every night. I cried for my thoughts. I felt that my heart is full of burdens. Myself drowning in sadness. I don’t know if it's just an anxiety or not, but it's just me against everything. I don’t share it with anyone coz they know me as a happy go lucky and strong person. I'm afraid of judgment and I don't want anyone think that I'm a ""sad girl"" and for some reasons everyone have their own problem. But it is really hard to feel alone and no one else there except me. I'm losing myself again. I'm tired. But after all this things, I am continue to fight coz there is always a rainbow after the rain right? There is always a moon that will light up the night. I just need rest for a bit.  Afterall, it is really hard to explain what my problem is, so it is just still me who understand myself, without judgment.",2021-03-15 0:00:00,march,2021.0,Facebook,
97,english,d,"But several times I tried to cut myself and I’m constantly thinking about my death. I know it’s wrong, I tried fighting these thoughts coming in my head but I just can’t seem to deal with them. Like now, I was happy then one minute, I’m thinking on cutting myself again.",2021-04-11 0:00:00,april,2021.0,Facebook,
98,filipino,d,Hindi ko alam kung hanggang saan na lang kaya kong tiisin pagod na pagod na ako na kahit pati sa sarili ko nahihirapan na din ako.,2021-04-28 0:00:00,april,2021.0,Facebook,
99,english,d,I wish I could cut people off and live alone peacefully.,2021-04-25 0:00:00,april,2021.0,Facebook,
100,filipino,d,gusto kong mawala lahat nang sama nang loob na dinadala ko yung tipong hindi na ako mag aalala at iiyak basta gusto kong kayanin at ilaban kung kaya pa ayaw ko basta sumuko dahil pinaghirapan ko at mahal ko.,2021-04-25 0:00:00,april,2021.0,Facebook,
101,filipino,d,"tangina niyo, gusto ko na mamatay. gusto ko lang talaga",2021-04-25 0:00:00,april,2021.0,Facebook,
102,filipino,d,sana mawala na lahat ng bigat na nararamdaman ko!,2021-04-25 0:00:00,april,2021.0,Facebook,
103,taglish,p,"I was too depressed at that moment, to the point that i wanted to kill myself. Naalala ko, madaling araw nun, umiiyak ako habang naglalakad sa lansangan. Wala ako sa sarili habang naglalakad. Hindi ko alam kung anong pumasok sa isip ko at bigla akong pumagitna sa kalsada 'nung nakita kong may humaharurot na sasakyan. Gusto ko lang wakasan lahat ng paghihirap ko.",2021-04-28 0:00:00,april,2021.0,Facebook,
104,filipino,d,"Di na ako aasa na magiging okay ako. Kase malabo na, gaya ng malabo ng bumalik pa yung mga magulang ko sakin. Ganon kalabo. Ganon kaimposible.",2021-04-29 0:00:00,april,2021.0,Facebook,
105,filipino,d,Kahit kailan hindi na ata ako magiging okay dahil habang buhay na akong malungkot,2021-04-29 0:00:00,april,2021.0,Facebook,
106,filipino,d,Sana. Di ko na maintindihan sarili ko eh. Mukha namang masaya pero deep inside hindi. Wala na akong maramdaman,2021-04-29 0:00:00,april,2021.0,Facebook,
107,filipino,d,"Yong gusto kong magsabi ng nararamdaman ko sa mga kaibigan ko pero walang gustong makinig. 
Kaya iiyak ko nalang kay Lord",2021-04-29 0:00:00,april,2021.0,Facebook,
108,english,d,Feeling empty 😞 emotionally tired mostly because of overthinking .,2020-06-21 0:00:00,june,2020.0,Facebook,
109,english,d,"Tired, physically, mentally, and emotionally.",2020-06-21 0:00:00,june,2020.0,Facebook,
110,english,d,I just got too tired of realizing all the burdens and expectation of the people towards me. Even I'm already earning for myself it still did not save me from feeling of being not good enough at anything.,2020-06-21 0:00:00,june,2020.0,Facebook,
111,english,d,"Physically, emotionally exhausted right now. My soul is drained asf ",2020-06-21 0:00:00,,2020.0,Facebook,
112,english,d,"Im tired, feeling empty, emotionally unstable .. Everything is just exhausting, but people dont understand, they will tell you, you should be thankful and you are just being lazy. ",2020-06-21 0:00:00,june,2020.0,Facebook,
113,english,d,Physically smiling yet emotionally and mentally exhausted,2020-06-21 0:00:00,june,2020.0,Facebook,
114,english,d,"Mood:
Physically happy, socially fine, emotionally in pain, and mentally tired ",2020-06-21 0:00:00,june,2020.0,Facebook,
115,english,d,"Emotionally drained, feel depress pressured and all negative thoughts ",2020-06-21 0:00:00,june,2020.0,Facebook,
116,english,d,I’m exhausted from trying to be stronger than I feel.,2020-06-21 0:00:00,june,2020.0,Facebook,
117,filipino,d,Wala na akong maramdaman. Kahit anong gawin mo parang pagod na pagod kana.,2020-06-21 0:00:00,june,2020.0,Facebook,
118,english,d,Emotional unhappy and feeling empty,2020-06-21 0:00:00,june,2020.0,Facebook,
119,english,d,"I'm physically and emotionally tired, but they do not know, no one knows",2020-06-21 0:00:00,june,2020.0,Facebook,
120,filipino,d,Minsan ako ganito Lalo na sa kakaisip Ng problema about sa mga relatives at minsan parang nadudurog Yung puso ko lalo na pag nakikita ko Ang mahal ko sa buhay na nahihirapan tapos minsan para bang Hindi pa nakikita Ng ibang Tao Ang mga sacrifices nila kahit kulang nalang ibuwis Niya Ang kanyang buhay para sa taong Mahal nila💔💔💔 parang pasan ko Ang daigdig minsan Lalo na pag nagkasunud sunod na Ang mga problema namin iniiyak ko nalang lahat Kay Lord at pinag pray na sana one day maging okay na,2020-07-13 0:00:00,july,2020.0,Facebook,
121,filipino,d,"lagi na lang akong nago overthink, ganito pala ang pakiramdam na pati sarili ko sinusukuan ko na",2020-07-13 0:00:00,july,2020.0,Facebook,
122,english,d,its easy to say but its hard for us especially we have anxiety and depression. No one wants this tho.😭 ,2020-07-13 0:00:00,july,2020.0,Facebook,
123,filipino,d,"Yung Ang dami dami mong iniisip, Hindi mo na nga alam pano pa itutuloy ang buhay eh.. Wala man lang naka appreciate ng ginagawa mo!",2020-07-13 0:00:00,july,2020.0,Facebook,
124,filipino,d,"Okay lang, sanay nako. Sanay na kong laging nasasaktan sa sarili kong kalungkutan. Paulit ulit kong tinatanong kung bakit ako nagkaganito? Sa tuwing pagsapit ng gabi, kusa na lang tumutulo ang aking mga mata ngunit di malaman kung ano ang sanhi ng mga ito. At sa pagdating ng umaga, nakakaramdam pa din ako ng bighati. Araw araw kong bitbit ang mga hinanakit sa aking dibdib. Minsan mapapaisip ka na lang na di ko na pala kaya. O sabihin na lang natin na sanay nakong ganto palagi. 😭",2020-08-31 0:00:00,august,2020.0,Facebook,
125,filipino,d,Dahil sa nakasanayan ko na ang sakit.. parang sumuko na ang puso ko na masaktan.. parang namanhid na sya .. na ngayon parang mas ok na lang na hindi na ok..,2020-08-31 0:00:00,august,2020.0,Facebook,
126,filipino,d,Minsan gusto ko nang sumuko kasi may oras talaga na talagang pakiramdam ko Hindi ko na kaya😥Yung tipo na pakiramdam ko down na down na ako kaya naiisip Kong ano pa bang silbi ko dito sa mundo,2020-11-03 0:00:00,october,2020.0,Facebook,
127,filipino,d,Hindi ko alam kung anong mali sakin. Hindi ko na rin alam gagawin ko sa buhay ko. Yung tipong di mo alam kung pano ko babaguhin sistema ko sa buhay. Lagi nilang sinasabi arte lang yan. TF!!! Gulong gulo na utak ko di ko alam kung tama pa ba ginagawa ko. Di ko na alam kung pano iokay yung buhay ko. mag 1year na kong ganito. Nakakapagod,2020-11-03 0:00:00,october,2020.0,Facebook,
128,filipino,d,Yung pakiramdam na Parang Nagiisa ka na lang na pati Pamilya mo hindi mo malapitan ngayong panahong kelangan mo sila😪sad Reality😪😪,2020-11-06 0:00:00,october,2020.0,Facebook,
