,lang,class,message,created_time,month,year,platform,Unnamed: 0,username
1,taglish,d,"Mahal Kong Pilipinas, ang hirap mong mahalin. 💔 I felt hopeless during typhoon Haiyan. To say I was disappointed of the gov't response is an understatement. On the other hand, this pandemic is causing me more fear than Yolanda did. And yes, disappointed ako sa govt response 1/x",2021-04-13 07:21:33+00:00,April,2021.0,Twitter,,
2,filipino,d,"Matutulog kang umiiyak, at gigising kang iiyak pa rin. Yung pakiramdam na puro sakit yung pinaparamdam nila sayo. Stressed, depressed? Gusto ko ng sabihin na, ""LORD, HINDI KO NA PO KAYA! 😭"" Ang sakit na eh.",2020-11-06 0:00:00,october,2020.0,Facebook,,
3,filipino,d,"ngayon hindi ko alam kung ano ang sasabihin ko. hindi ko alam kung saan ko sisimulan.. Nasa punto ako ng buhay ko na nawawalan ako ng gana sa lahat ng bagay. hindi makakain ng maayos,hindi rin makatulog ng maayos..Pagod yung katawan ko pero ayaw pumikit ng aking mga mata,kasi sa tuwing wala akong nakikita sariwa saking diwa ang kanyang mga alaala at sumuko na siya pero lagi ko sinasabi na Ok lang ako pero ang totoo durog at wasak na wasak na ako deep inside..Magsasawa din ako ipaglaban ang taong sinukuan na ako ,mapapagod ..iiyak na lang pag di na kayang tiisin yung sakit.After that ngingiti na ulit,tuloy parin ang laban kahit nasasaktan ..Mananalig at aasa nalang na ang lahat ng ito ay may katapusan",2020-11-18 0:00:00,october,2020.0,Facebook,,
4,filipino,d,"Nakaka depress ang gutom, pagod , hirap at pandemic. Ang sarap lang ibigti ang sarili sa bubong para tapos na. Nakakaiyak araw-araw na nilalabasan ng frustrations and stress ko ay yung bata walang malay. Ayaw mo maging masamang ina pero unti-unti nagiging ganon kana rin.",2020-09-25 02:50:22+00:00,September,2020.0,Twitter,,
5,taglish,d,pakiramdam ko magisa ko na lang. sinubukan kong sabihin sa pamilya ko per sabi nila dahil pandemic lang daw kaya ganito! Kase sabi ko may mga araw na nalulungkot ako di ko alam bakit tas parang hindi ko mahanap yung purpose ko :( Para bang mahinahanap ako sarili ko na kulang.,2020-10-19 21:11:53+00:00,October,2020.0,Twitter,,
6,filipino,d,"ang lungkot at ang sakit lang kasi nandito na naman ako sa sitwasyon na to hirap na naman akong bumangon, nawalan ng gana sa lahat, halos gabi gabi ring umiiyak at hirap makatulog. pakiramdam ko ubos na ubos na ako.😭",2021-04-29 13:59:15+00:00,April,2021.0,Twitter,,
7,filipino,d,Yung ako lang mismo nakaramdam ng sakit. At di ko man lang masabi sa mga friends at family ko. Yung akala nila okay lang ako pero yung totoo durog na durog ako 😰,2021-04-30 0:00:00,april,2021.0,Facebook,,
8,english,d,"im so tired! Aside from worrying about online classes, I have to worry about mine and my family's safety. My mental health had been worse since the start of the pandemic. i dont know what to do anymore",2020-04-20 01:11:04+00:00,April,2020.0,Twitter,,
9,english,d,"ugh i dont know what’s wrong with me, i dont feel well. I feel empty and it felt like I’m looking for something but i dont know what it is. Maybe it’s just the quarantine and the pandemic messing with my mental health.  ",2020-07-22 08:35:51+00:00,July,2020.0,Twitter,,
10,taglish,d,"12:02 mn. and i'm stuck on overthinking everything..first time ko magtweet how devastated i am.. i just want this pandemic to end. sama niya talaga sa emotional health mga mare. kaya please prioritize your mental health. i may always smile, be jolly and all pero iba na rin.",2020-07-21 00:04:39+00:00,July,2020.0,Twitter,,
11,english,d,"i give up! I have no more energy to deal with disappointments. So many life plans that got ruined or put on hold because of the pandemic but what can we do? At this point, I just wanna pick myself up and focus on helping my family with our move to Canada",2020-05-20 00:09:11+00:00,May,2020.0,Twitter,,
12,taglish,d,"Namimiss ko na kayong lahat... 'yong mga friends ko na kausap ko simula nong magsimula 'tong pandemic...  Remembering how hopeless i am, pero andon sila to give light---drama.  Kung asan man kayo, pakigalaw ang baso ☹☹☹",2021-02-02 02:49:10+00:00,February,2021.0,Twitter,,
13,english,d,At this point I am really depressed and don't know what to do,2021-01-26 20:40:48+00:00,January,2021.0,Twitter,,
14,filipino,d,"Bakit daw ang hirap ko pakalmahin during breakdowns?  kasi wala ka naman naititulong. Para sabihin ko sayo sa dinami dami na ng stress ko wala na effect yang ""okay lang yan"", ""kaya mo yan"", ""I know you're strong"", ""Malalampasan mo din yan"".",2021-04-29 15:36:36+00:00,April,2021.0,Twitter,,
15,filipino,d,"Ang hirap sa loob na sumagot ng ""Ayos Lang"", ""OK Naman"" o ""Sakto Lang"" kasi alam mo yung tunay na sitwasyon ng buhay mo.  Siguro ayaw lang talaga nating mag-mukhang hopeless, desperado o Parang pulubi na nanlilimos Ng tulong sa ibang Tao.  Maraming talagang pina-realize ang pandemic. ",2020-10-11 01:10:24+00:00,October,2020.0,Twitter,,
16,filipino,d,"hay sobrang lungkot gustung-gusto ko nang lumabas at pumunta sa kung saan-saan bilang di pumipirmi sa bahay pero kailangan sumunod sa protocols kaya ayaw ko netong gobyerno na walang pake naman sa atin, mapa-physical o mental health",2020-10-06 18:45:57+00:00,October,2020.0,Twitter,,
17,filipino,d,"naiiyak ako. Ang hirap, ang sakit mawalan ng isang ama ngayong pandemic.hindi ko maisip na mawawalan ako ng papa at this age na hindi pa ako nakakagraduate",2021-04-14 22:18:11+00:00,April,2021.0,Twitter,,
18,taglish,d,"Sometimes bigla bigla nalang ako mawawala sa mood without any reason. I don't wanna talk to anyone, I just want to be alone. Tapos bilis ko mairita kapag ganun, ayaw ko ng maingay, ayaw ko yung inaasar ako. Tapos basta ang hirap e explain gusto ko lang matahimik isip ko.",2021-04-29 01:11:07+00:00,April,2021.0,Twitter,,
19,filipino,d,Tamang higa lang habang iniisip kung kailan ako makaka alis sa lungkot...kailan ako titigil sa kaka overthink.. nakaka pagod yung buhay na meron ako.. yung puro mali nalang nakita nila sayo🙂 without knowing may mali din naman sila ah bakit di nila Makita..may tama din naman akong nagawa eh bat di nila ma appreciate🙂シ,2021-05-21 0:00:00,may,2021.0,Facebook,,
20,filipino,d,"Sa totoo lang, pagod na rin naman ako. I don't know pero bigla akong nakaramdam ng lungkot, pagod, panghihina. Lalo pa ngayong pandemic. Malayo ako sa pamilya ko (nasa Batangas sila) mga kaibigan ko naman, syempre takot din makipagkita so ayun, solo lang ako. araw araw, lumalaban. pinipilit maging masaya. sinusubukang makalampas sa problema. Sa totoo lang, kailangan ko ng yakap, ng tapik sa likod, ng mga taong magsasabi sa akin na ""okay lang yan"" at ""maaayos din ang lahat."" ",2021-04-30 0:00:00,april,2021.0,Facebook,,
21,filipino,d,"1 year na kong stress gawa nitong pandemic, 1 year na kong walang trabaho, 1 year na kong pagod mag-isip kung anong gagawin ko sa buhay ko. 1 year na kong nawawalan ng gana sa lahat, nawawalan na ko ng gana sa mga pangarap ko. Nakakalungkot lang na napapagod na ko.",2021-04-05 04:15:59+00:00,April,2021.0,Twitter,,
22,filipino,d,gusto ko sana mamatay ngayon,2020-03-25 04:15:23+00:00,March,2020.0,Twitter,,
23,filipino,d,"Yung hindi na ako masaya sa ginagawa ko. Pakiramdam ko wala na akong pakinabang. ☹️☹️ . Nakakapagod na lumaban sa araw araw, mag iisip ng kung saan hahagilap ng makakain.  Silent hit of Pandemic sa mga ordinaryong mamamayan mahirap na mas lalo pang pinahirap.",2021-02-28 12:07:14+00:00,February,2021.0,Twitter,,
24,taglish,d,"nakakapagod na masyado sa aking mental health tong pandemic, nakakapagod di ko na alam kung kaya ko pa. Miss ko na yung buhay ko pag nasa school ako na after ng bawat class nakikipag harutan pa muna sa mga kaibigan bago pumasok ng next class. Ayaw ko na 😭",2020-10-26 08:42:16+00:00,October,2020.0,Twitter,,
25,english,d,I was already feeling hopeless and depressed last year cause I had difficulties looking for a new job because of pandemic. it intensified now,2021-04-22 00:48:22+00:00,April,2021.0,Twitter,,
26,english,d,This pandemic is depressing. i almost didnt enroll because I feel so hopeless,2021-01-19 14:40:21+00:00,January,2021.0,Twitter,,
27,english,d,"At night I use to overthink. I always ask myself ""I am worth it?"" ""I am worth to be love?"" ""I am happy?"" ""I still can do it?"" or ""Is there someone whose afraid of losing me?"" how funny it is that I always question myself for the things that I know that I deserve. I fighting my own battle every night. I cried for my thoughts. I felt that my heart is full of burdens. Myself drowning in sadness. I don’t know if it's just an anxiety or not, but it's just me against everything. I don’t share it with anyone coz they know me as a happy go lucky and strong person. I'm afraid of judgment and I don't want anyone think that I'm a ""sad girl"" and for some reasons everyone have their own problem. But it is really hard to feel alone and no one else there except me. I'm losing myself again. I'm tired. But after all this things, I am continue to fight coz there is always a rainbow after the rain right? There is always a moon that will light up the night. I just need rest for a bit.  Afterall, it is really hard to explain what my problem is, so it is just still me who understand myself, without judgment.",2021-03-15 0:00:00,march,2021.0,Facebook,,
28,english,d,"But several times I tried to cut myself and I’m constantly thinking about my death. I know it’s wrong, I tried fighting these thoughts coming in my head but I just can’t seem to deal with them. Like now, I was happy then one minute, I’m thinking on cutting myself again.",2021-04-11 0:00:00,april,2021.0,Facebook,,
29,english,d,"Im tired, feeling empty, emotionally unstable .. Everything is just exhausting, but people dont understand, they will tell you, you should be thankful and you are just being lazy. ",2020-06-21 0:00:00,june,2020.0,Facebook,,
30,filipino,d,Minsan gusto ko nang sumuko kasi may oras talaga na talagang pakiramdam ko Hindi ko na kaya😥Yung tipo na pakiramdam ko down na down na ako kaya naiisip Kong ano pa bang silbi ko dito sa mundo,2020-11-03 0:00:00,october,2020.0,Facebook,,
31,filipino,d,"Ito yung pagod na walang eksplanasyon. Yung tipong nandyan silang lahat sayo na inaasahan mo pero parang kulang. Okupado yung isip mo pero walang laman, yung ganung pag-iisip. Sobrang nakakapagod man ang mundo.",2020-12-17 0:00:00,december,2020.0,Facebook,,
32,filipino,d,Yung pakiramdam na gusto muna na lang wakasan yung buhay mo pero may inaalala kang pamilya. Yung tipong pasan pasan mo lahat Ng problema sa mundo.,2020-12-17 0:00:00,december,2020.0,Facebook,,
33,filipino,d,"ito yong pagod na hindi mo maipaliwanag .. yung pagod na hindi mo maintindihan.., yung klase nang pagod na gusto mo nalang maglaho ng parang bula sa mundo..
pagod na pagod na pagod na ako",2020-12-17 0:00:00,december,2020.0,Facebook,,
34,filipino,d,"ayos lang ba ako? hindi na. Pagod na pagod nako.. Yung pakiramdam na todo cheered up ka sa kanila pero ni ""Kamusta ka"" ""Okay ka lang ba"" Wala kang naririnig sa kanila? Pilit ko silang inaayos kahit na ako sa sarili ko? Alam kong durog na durog nako.. gusto ko nalang magpahinga.. Kakapagod kayong pasayahin.. Yung pakiramdam na ang dami-dami mong nagawang mabuti sa kanila, halos lahat na naibigay ko, wala ng natira para sa sarili ko pero sa huli? Pagkakamali at pagkakamali ko pa din nakikita niyo.. Kapagod kayo. Ayoko na.",2021-03-13 0:00:00,march,2021.0,Facebook,,
35,filipino,d,"But, Until now hindi ako okay...sobrang nilalabanan ko yung isip ang hirap sobra. ng hihina na ako sa nangyayari...lagi ko nalang hinihiling na sana hindi na ako magising",2021-04-29 09:33:48+00:00,April,2021.0,Twitter,,
36,filipino,d,Hindi ko alam kung anong mali sakin. Hindi ko na rin alam gagawin ko sa buhay ko. Yung tipong di mo alam kung pano ko babaguhin sistema ko sa buhay. Lagi nilang sinasabi arte lang yan. TF!!! Gulong gulo na utak ko di ko alam kung tama pa ba ginagawa ko. Di ko na alam kung pano iokay yung buhay ko. mag 1year na kong ganito. Nakakapagod,2020-11-03 0:00:00,october,2020.0,Facebook,,
37,taglish,d,Grabe before pandemic talaga sobrang happy/okay pa ko pero after ng 8 fucking months of quarantine mas lumala pag-ooverthink ko and napapadalas yung random sadness mental health who?,2020-11-25 19:05:59+00:00,November,2020.0,Twitter,,
38,filipino,d,"ang unhealthy na nitong pandemic sa mental health ko, hindi ko na kinakaya yung lungkot at stress. ☹️",2020-10-13 00:25:47+00:00,October,2020.0,Twitter,,
39,taglish,d,Hindi ko alam. Wala naman akong ginagawa na nakakapagod pero ramdam kong I'm tired. I am distracted. Everytime na tinatry ko mag-focus hindi ko magawa. Feeling ko sobrang drain ako. Physically I'm okay but emotionally and mentally I am drained. Ubos na ubos na. 😢 Wala na kong ibang maramdaman kundi pagod.,2020-11-18 0:00:00,october,2020.0,Facebook,,
40,english,d,This pandemic is not really helping my mental health. 1st time i wanted to give up,2021-03-11 02:26:00+00:00,March,2021.0,Twitter,,
41,filipino,d,"nung nakaraan, wala talaga ako sa focus palagi. Sobra akong naapektuhan ng pandemic na'to. lagi akong lutang e tas bobo na nga ako mas lumala pa. ",2021-01-21 09:21:48+00:00,January,2021.0,Twitter,,
42,taglish,d,"alam mo yung mahirap sa work from home? hindi ko ma-explain pero mas terrible. kasi yung mental health ko hindi ko alam kung normal pa ba ako. yung iba kayang itake etong pandemic as normal. kaya nilang maginom, magchismisan, maging kampante tapos ako-umiiyak tuwing gabi.",2021-04-17 11:06:18+00:00,April,2021.0,Twitter,,
43,filipino,d,"di na talaga healthy sa mental health ang pandemic na 'to.. ayaw ko na, gusto ko na ulit bumalik sa manila :)",2021-03-31 18:11:45+00:00,March,2021.0,Twitter,,
44,english,d,"i dont know what to feel!!!!!  i want to breakdown but i can't cry. i want to scream but i can't. If your mental health was well before this pandemic, there's a higher chance that you’d develop some type of trauma or trigger after all this.",2021-03-31 10:00:25+00:00,March,2021.0,Twitter,,
45,filipino,d,"Ayoko na ng pandemic, lumalala na yung mental health ko. lagi na akong umiiyak tuwing gabi.",2020-12-08 17:48:42+00:00,December,2020.0,Twitter,,
46,filipino,d,sinagad talaga ng pandemic yung mental health ko. parang pagod na pagod na lang ako netong mga nakaraang araw at wala ng gana 😔 ewan ko na talaga 😪  sana kayanin ko after a few hours of sleep...,2020-11-25 06:58:22+00:00,November,2020.0,Twitter,,
47,taglish,d,"Ang hirap magka problema ngayong pandemic kasi lahat sila may iniisip. Most of the time, you only have yourself. You need to deal with it. Sa baguio, I have my friends kahit anong oras pa yan. Food trip, laugh trip, overnight... arghhh imissyou baguio peeps. 🥺",2021-04-20 02:05:24+00:00,April,2021.0,Twitter,,
48,filipino,d,Sana. Di ko na maintindihan sarili ko eh. Mukha namang masaya pero deep inside hindi. Wala na akong maramdaman,2021-04-29 0:00:00,april,2021.0,Facebook,,
49,filipino,d,"ang hirap din kasi pandemic. hindi gaya nung hindi pa pandemic, masaya malungkot. yung may problema ka, tas makausap mo lang yung mahahalagang tao sa buhay mo ayos ka na. medyo nakalimutan mo na problema mo dahil sa kanila. pero ngayon ang hirap mag open up sa isang tao.",2021-04-19 23:33:35+00:00,April,2021.0,Twitter,,
50,filipino,d,hirap na hirap ako mag focus ☹️ang lala ng epekto ng pandemic na ‘to,2021-04-13 18:40:27+00:00,April,2021.0,Twitter,,
51,taglish,d,"Ang hirap ulit lumabas, 1 year na pandemic lockdown, tapos start na naman lockdown sa amin bukas, cancel ulit ang gala😭 nakaka depress!",2021-03-09 14:46:16+00:00,March,2021.0,Twitter,,
52,taglish,d,baka mapansin niyo super oa ako netong mga nakaraang araw. Yung mental health ko di ko masyado maalagaan dahil sa pandemic crisis na to. 😭 Pakiramdam ko nawalan na ako ng gana sa lahat. pahinga muna ako,2020-03-31 07:27:35+00:00,March,2020.0,Twitter,,
53,filipino,d,ang bigat bigat na sa dibdib..parang gusto ko ng sumabog..parang gusto ko ng maglaho sa ngayon,2020-11-18 0:00:00,october,2020.0,Facebook,,
54,english,d,"I'm sorry if your ate's not around to guide you, I think I failed of being your ate, I'm sorry, I'm sorry .",2021-03-22 0:00:00,march,2021.0,Facebook,,
55,taglish,d,"Ang hirap kapag you've been working during the pandemic, with your help, nakikita mong nakakalabas yung mga admitted na patient. But then you lose a loved one, and suddenly you feel like you failed to serve your own family. 😞",2021-04-14 19:26:10+00:00,April,2021.0,Twitter,,
56,taglish,d,"AKO LANG BA? 'YUNG DATI SOBRANG PRODUCTIVE KO SA SCHOOL AT SA LAHAT NG BAGAY. PERO NUNG NAGKA PANDEMIC NAWALA LAHAT NG GANA KO. CAN'T FOCUS, ALWAYS FEEL DRAIN, NADADALAS ANG PAGPUPUYAT, OVERTHINKING (kahit na wala naman minsan dapat isipin o alalahanin) TRIGGERED",2021-04-16 14:09:09+00:00,April,2021.0,Twitter,,
57,filipino,d,Ang hirap pag gusto mo maging productive tas aatakihin ka ng pagbre-breakdown.,2021-04-29 10:57:02+00:00,April,2021.0,Twitter,,
58,taglish,d,Ang hirap talaga kumilos ngayong pandemic ano? We are slowly losing our will to move forward and finish the things we need to do. This might not apply to all pero nakakapagod palang piliting ibalik yung fire. Yung motivation. Yung passion.,2021-04-13 12:31:43+00:00,April,2021.0,Twitter,,
59,english,d,"Also, the work. In the midst of this pandemic and getting a license, making a decision on what to focus on was really hard. And quite frankly, I dont have the motivation to review. I lost interest in studying and working took me out of it. Kinda like my saving grace.",2021-01-01 10:19:47+00:00,January,2021.0,Twitter,,
60,filipino,d,"Di ako galit. Nasasaktan ako. Wala. Akong magawa para maayos lahat, kundi ipagdasal na tulungan natin ang isa't isa. tara at focus on this pandemic. Ito ang problema natin. Saka na yung iba. May oras para dyan. Pero ang buhay ng tao pag natapos, di mo na mababalik yun",2020-07-06 18:31:39+00:00,July,2020.0,Twitter,,
61,filipino,d,"Okay lang, sanay nako. Sanay na kong laging nasasaktan sa sarili kong kalungkutan. Paulit ulit kong tinatanong kung bakit ako nagkaganito? Sa tuwing pagsapit ng gabi, kusa na lang tumutulo ang aking mga mata ngunit di malaman kung ano ang sanhi ng mga ito. At sa pagdating ng umaga, nakakaramdam pa din ako ng bighati. Araw araw kong bitbit ang mga hinanakit sa aking dibdib. Minsan mapapaisip ka na lang na di ko na pala kaya. O sabihin na lang natin na sanay nakong ganto palagi. 😭",2020-08-31 0:00:00,august,2020.0,Facebook,,
62,filipino,d,"Pagod na akong umiyak, pagod na akong masaktan , pagod na akong maka ramdam ng sakit, pagod na akong mag isip, pagod na akong mag overthink😌 can I put my head in your shoulder? Gusto ko Lang ng masasandaLan kung sakaling ma-stress ako😟😞",2021-05-01 0:00:00,may,2021.0,Facebook,,
63,filipino,d,ayaw na ayaw ko talagang gumabi😔 ayaw kong magisa basta basta nalang akong umiiyak eh,2021-04-30 0:00:00,april,2021.0,Facebook,,
64,filipino,d,Pagod na pagod na kasi talaga ako sa work ko sa hospital. Nakaka depress na po itong pandemic na to. ,2021-03-31 15:08:00+00:00,March,2021.0,Twitter,,
65,english,d,I always feel tired...That often became a habitual feeling..Being crippled by all the whips of challenges.,2020-11-18 0:00:00,october,2020.0,Facebook,,
66,filipino,d,ako lang ba yung may makakain naman tas bigla na lang hindi kumain madalas kapag narealize na andaming nagdudusa ngayong may pandemic tas ako nagpapakahayahay lang.,2020-08-17 15:18:46+00:00,August,2020.0,Twitter,,
67,filipino,d,"sana talaga matapos na tong pandemic na ito,, hindi na kinakaya ng mental health ko tao dito sa bahay,, ang toxic grabe. parang gusto ko na lang mamuhay mag-isa",2020-08-26 20:48:08+00:00,August,2020.0,Twitter,,
68,filipino,d,Sinusubok na talaga ng pandemic ang mental health ko 🙂  pagod na ako,2021-04-20 19:28:48+00:00,April,2021.0,Twitter,,
69,filipino,d,sinagad talaga ng pandemic yung mental health ko. parang pagod na pagod na lang ako netong mga nakaraang araw at wala ng gana 😔 ewan ko na talaga 😪  sana kayanin ko after a few hours of sleep...,2020-11-25 06:58:22+00:00,November,2020.0,Twitter,,
70,english,d,This pandemic really is taking a toll on my mental health. i feel like i wont be having my next birthday,2020-11-24 11:27:21+00:00,November,2020.0,Twitter,,
71,filipino,d,grabe talaga tong pandemic na to. ang hirap sa mental health. gusto ko nalang umiyak ng umiyak 😭😭😭,2020-08-11 08:51:38+00:00,August,2020.0,Twitter,,
72,english,d,"i just want a peace of mind and genuine happiness on my birthday, nothing more nothing less. my mental health has been crashing since this pandemic started. i just want to feel okay. even just for a day please!",2020-07-29 03:48:39+00:00,July,2020.0,Twitter,,
73,taglish,d,"I’m thinking about deactivating all my social media accounts... dahil sa ingay ng pro at anti dds, vico issues, etc.. naapektuhan yung mental health ko 😢  Sorry.. i’m a weak person  Gusto ko lang magdasal at matapos na ang pandemic",2020-04-02 17:07:38+00:00,April,2020.0,Twitter,,
74,filipino,d,depress na po ako dahil sa mga school works and wala pa po akong baon kasi pandemic and may financial crisis din po kami :( kahit magkano lang po grateful na po ako,2021-04-28 10:31:22+00:00,April,2021.0,Twitter,,
75,taglish,d,"ngayong pandemic, death and loss, new normal, lahat ng nangyayari, hindi kinakaya ng mental health ko. pagod na pagod ko, pero kailangan pa rin lumaban. dahil andito pa ko at may kinabukasan pa, may pag asa pa.",2020-05-01 00:29:12+00:00,May,2020.0,Twitter,,
76,taglish,d,"nakaka depress sana may yahoo messenger pa, random chatting, exit sa room kapag nakakaurat ang kausap. lipat sa iba. effect kaya to ng pandemic? pms kaya? ano ba to?  depressed ka nanaman ba?  ano ba kasi to?  sige lumuha ka, baka sakali mawala.",2021-01-08 01:39:55+00:00,January,2021.0,Twitter,,
77,taglish,d,Nakaka depress pala din talaga kapag nasa bahay ka lang.. syempre gusto mo may makausap.. Yung iba ganyan Ang nararadaman especially kapag ikaw lang ang nasa bahay.. Kaya let's pray to end the pandemic. Para makabalik na sa lahat sa normal,2021-04-08 15:06:52+00:00,April,2021.0,Twitter,,
78,filipino,d,"Ano na nangyayayri, Pilipinas? Sa gitna ng pandemic, maaraming iniisip at alalahanin and then dadagdag pa ang mga balitang nakakagalit, nakababahala at nakakalungkot sa Pilipinas.  Ang lungkot-lungkot na pero parang walang kapaguran itong admin na ito magpasakit sa Pilipino. 😥",2020-05-05 23:42:12+00:00,May,2020.0,Twitter,,
79,english,d,"We're back where we started one year ago. no improvements to fight this pandemic. If anything, it got even worse.  If only I can go back to 2019 and stay there until this is over. 🥺",2021-03-27 20:29:39+00:00,March,2021.0,Twitter,,
80,taglish,d,At this point privilege na ang pagtawa sa mga news about our governments action in this pandemic. Kaya hindi ko na pinatulan ung picture ni roque. Tangina nakakapagod nang magbasa ng balita. Nakakagalit. Nakakairita.,2021-03-26 18:49:56+00:00,March,2021.0,Twitter,,
81,english,d,"i just want a peace of mind and genuine happiness on my birthday, nothing more nothing less. my mental health has been crashing since this pandemic started. i just want to feel okay. even just for a day please!",2020-07-29 03:48:39+00:00,July,2020.0,Twitter,,
82,filipino,d,Pagod na pagod na kasi talaga ako sa work ko sa hospital. Nakaka depress na po itong pandemic na to. ,2021-03-31 15:08:00+00:00,March,2021.0,Twitter,,
83,filipino,d,sana magunaw na mundo para sama sama tayong lahat kasi parang kayo nalang gustong mabuhay ginawa niyo ng negosyo ang covid..,2021-03-26 08:05:30+00:00,march,2021.0,Facebook,,
84,filipino,d,mamatay po kami sa gutom 😭 isa po akong working student ano na po balak niyo uubusin niyo na kami,2020-10-04 10:14:21+00:00,october,2020.0,Facebook,,
85,filipino,d,Hindi ko alam kung hanggang saan na lang kaya kong tiisin pagod na pagod na ako na kahit pati sa sarili ko nahihirapan na din ako.,2021-04-28 0:00:00,april,2021.0,Facebook,,
86,filipino,d,"lagi na lang akong nago overthink, ganito pala ang pakiramdam na pati sarili ko sinusukuan ko na",2020-07-13 0:00:00,july,2020.0,Facebook,,
87,filipino,d,"Yung Ang dami dami mong iniisip, Hindi mo na nga alam pano pa itutuloy ang buhay eh.. Wala man lang naka appreciate ng ginagawa mo!",2020-07-13 0:00:00,july,2020.0,Facebook,,
88,filipino,d,Dahil sa nakasanayan ko na ang sakit.. parang sumuko na ang puso ko na masaktan.. parang namanhid na sya .. na ngayon parang mas ok na lang na hindi na ok..,2020-08-31 0:00:00,august,2020.0,Facebook,,
89,filipino,d,Minsan gusto ko nang sumuko kasi may oras talaga na talagang pakiramdam ko Hindi ko na kaya😥Yung tipo na pakiramdam ko down na down na ako kaya naiisip Kong ano pa bang silbi ko dito sa mundo,2020-11-03 0:00:00,october,2020.0,Facebook,,
90,filipino,d,"Ang hirap ng walang malapitan walang mayakap para umiyak walang matakbuhan pag sobrang nahhirapan kana 🥺 ang hirap maging ulila sa magulang at kapatid, wala akong kakampi 😢 ang sakit maiwan daladala ko habang buhay",2020-11-06 0:00:00,october,2020.0,Facebook,,
91,filipino,d,pinipilit kong maging maayos. Kung anu ano ginagawa kong libang Pero wala pa rin eh nananalo ang puso at ang sakit.,2020-11-18 0:00:00,october,2020.0,Facebook,,
92,filipino,d,Pagod ipakitang okay lang ka pero ang totoo hindi talaga.,2020-12-17 0:00:00,december,2020.0,Facebook,,
93,filipino,d,"Oo,, nakakapagod, nakaka stress, minsan tumutulo nalang luha ko sa sobrang daming inisip, hindi alam kung ano gagawin..",2020-12-17 0:00:00,december,2020.0,Facebook,,
94,filipino,d,"Naririnig ko pa din kung paano niya sinabi sakin na ""ang hirap pero hindi na natin kaya"" ""sinubukan naman natin diba?"" 🥺",2021-04-29 15:35:27+00:00,April,2021.0,Twitter,,
95,filipino,d,gusto ko lang naman mamatay bat ang hirap,2021-04-29 13:53:12+00:00,April,2021.0,Twitter,,
96,filipino,d,"Ang hirap.. Bigla nalang akong naiyak during online class. Lord please clear my mind, ialis mo po sa isip ko at tulungan wag magpaapekto sa mga taong walang ginawa kung di husgahan ako",2021-04-29 11:22:25+00:00,April,2021.0,Twitter,,
97,filipino,d,Ang hirap pag wala kang magawa sa Sitwasyon 😢 tapos parang sisisihin kapa😢  Anong magagawa ko nag aaral palang ako sinusubukan ko din naman mag hanap ng trabaho kaso ang hirap kase pandemic 😭😭,2021-04-14 16:35:31+00:00,April,2021.0,Twitter,,
0,filipino,p,dami ng namatay dyan sa bakuna na yan,2021-01-24 12:51:02+00:00,january,2021.0,Facebook,52.0,
1,filipino,p,doh. pakisabi kay sec duque mag impose na ng travel ban from india. napakataas ng covid cases don per day at napakataas din ng mortality rate. dapat matuto na kayo ng leksyon from previous year. maawa kayo sa mga filipino.,2021-04-27 11:09:33+00:00,april,2021.0,Facebook,114.0,
2,filipino,p,Feeling ko pagna bakunahan ako para na rin akong nagpapakamatay Di mo nga Alam ano laman ng vaccine tapos iturok sayo good luck baka matulad kayo sa Dengvaxia,2021-04-29 0:00:00,april,2021.0,Facebook,321.0,
3,taglish,p,"dati naniniwala ako dito sa probinsya namin may covid😢 till something happened to my family and relatives, it's hard to bear and witness the hardship in hospital, when you see someone crying kung paano magamot ang pamilya nila at the same time ni walang inaasahan pambayad or pambili ng gamot halos tunaw ang puso mo tas kung walang pambili ng gamot kelangan iturok sa kanya andoon lang sila nagtitiis ng sakit hanggang makahanap ng pera😢 tas bigla nilagnat dahil na din siguro sa complication ng sakit😢 tas bigla suspected covid at inject-an ng antibiotic na di na ugma sa sakit nya tas mamatay din tas swab test positive covid😢 di ba ang covid nakakahawa? bakit yung mga nurse walang proteksyon gear di nahawa at ang pamilya nag alaga😢 maniwala ba kayo covid yun? pero sabi ng ospital covid nga, para kang tau tauhan lang nila habang doon ka sa ospital😢",2020-10-25 13:12:54+00:00,october,2020.0,Facebook,46.0,
4,taglish,p,"I was too depressed at that moment, to the point that i wanted to kill myself. Naalala ko, madaling araw nun, umiiyak ako habang naglalakad sa lansangan. Wala ako sa sarili habang naglalakad. Hindi ko alam kung anong pumasok sa isip ko at bigla akong pumagitna sa kalsada 'nung nakita kong may humaharurot na sasakyan. Gusto ko lang wakasan lahat ng paghihirap ko.",2021-04-28 0:00:00,april,2021.0,Facebook,103.0,
5,filipino,p,"pinipilit kong maging maayos pero hindi talaga nakakainis na hindi ko alam kung kailan ako magiging okay. ang hirap mag heal, ang hirap tanggapin hindi ko makalimutan yung nangyari ka da pipikit ako ayon yung naalala ko",2020-11-18 0:00:00,october,2020.0,Facebook,135.0,
6,english,p,"7 of 9  I can say, we are in the worst of times. We are in a series of unfortunate events. Taal eruption, pandemic, calamities, flood, killings.   And just today, we heard a sad news. A cop, in front of his child, murdered a mother and her son. ",2020-12-21 22:04:21+00:00,December,2020.0,Twitter,368.0,
